trial,respColour,colour,err_colour,err_colour_z,cue,respMem_1,sens_Resp,err_1,confMem_1,zconfMem_1,err1_cal,respMem_2,correctMem_2,err_2,confMem_2,zconfMem_2,err2_cal,response_1,correct_1,conf_1,zconf_1,subID,conf,zconf,errDiff,errDiff_cal,errDiff_cal_abs,cue_category,colour_name,lbound,ubound,colour_ans,cueID,colourCal,colourCue
921,5,45,10,-1.13886646982939,41,46,55,1,18,-1.46045989955554,9,43,1,2,23,-1.52845654448367,12,1,0,1,-1.44536266263683,71,4,0.619878479831904,1,3,3,forest,45,40.5,49.5,5,26,4,4
922,4,36,21,-0.482115163505756,32,37,57,1,26,-0.965912631981175,20,39,1,3,29,-0.999120944662484,18,2,0,2,-0.354522917250543,71,3,-0.560842434133628,2,-2,2,school,36,31.5,40.5,4,21,3,3
923,4,27,30,0.0552268143953962,26,36,57,9,22,-1.21318626576836,21,35,1,8,25,-1.35201134454327,22,1,0,4,1.82715657352203,71,3,-0.560842434133628,-1,1,1,town,27,22.5,31.5,3,16,2,2
924,1,351,52,1.36872942704266,60,5,299,14,36,-0.347728547513223,66,356,0,5,44,0.324218054890475,57,1,1,3,0.736316828135743,71,4,0.619878479831904,-9,-9,9,desert,351,346.5,355.5,39,40,38,38
925,25,216,35,0.353750135451592,3,229,181,13,72,1.8777341565714,48,221,1,5,38,-0.205117544930709,40,1,0,2,-0.354522917250543,71,3,-0.560842434133628,-8,-8,8,lake,216,211.5,220.5,24,3,23,23
926,8,90,32,0.174636142817874,19,74,58,16,27,-0.90409422353438,16,122,0,32,57,1.47111185450304,64,2,1,2,-0.354522917250543,71,3,-0.560842434133628,16,48,48,city,90,85.5,94.5,10,12,9,9
927,26,252,46,1.01050144177522,36,235,298,17,67,1.56864211433743,63,233,1,19,43,0.235995454920277,65,1,0,1,-1.44536266263683,71,4,0.619878479831904,2,2,2,school,252,247.5,256.5,28,24,27,27
928,11,144,38,0.532864128085309,2,103,182,41,49,0.455910762295115,79,84,0,60,41,0.0595502549798829,98,1,0,2,-0.354522917250543,71,4,0.619878479831904,19,19,19,lake,144,139.5,148.5,16,2,15,15
929,32,279,22,-0.422410499294517,59,288,301,9,49,0.455910762295115,13,285,1,6,30,-0.910898344692287,16,2,0,2,-0.354522917250543,71,4,0.619878479831904,-3,3,3,desert,279,274.5,283.5,31,39,30,30
930,25,243,58,1.72695741231009,29,226,301,17,46,0.270455536954729,75,226,0,17,33,-0.646230544781695,75,2,0,2,-0.354522917250543,71,4,0.619878479831904,0,0,0,town,243,238.5,247.5,27,19,26,26
931,14,153,29,-0.00447784981584289,8,129,182,24,67,1.56864211433743,53,104,0,49,56,1.38288925453284,78,1,1,2,-0.354522917250543,71,3,-0.560842434133628,25,25,25,mountain,153,148.5,157.5,17,7,16,16
932,21,198,18,-0.661229156139473,53,191,180,7,23,-1.15136785732156,11,195,1,3,23,-1.52845654448367,15,0,0,2,-0.354522917250543,71,3,-0.560842434133628,-4,4,4,sea,198,193.5,202.5,22,33,21,21
933,6,54,3,-1.55679911930806,51,51,57,3,28,-0.842275815087584,6,52,1,2,32,-0.734453144751892,5,2,1,2,-0.354522917250543,71,5,1.80059939379744,-1,-1,1,sea,54,49.5,58.5,6,31,5,5
934,1,18,40,0.652273456507787,17,5,58,13,42,0.0231819031675482,53,1,0,17,48,0.677108454771264,57,0,0,3,0.736316828135743,71,5,1.80059939379744,4,4,4,city,18,13.5,22.5,2,11,1,1
935,11,162,21,-0.482115163505756,20,99,183,63,47,0.332273945401524,84,92,0,70,52,1.02999885465205,91,1,0,2,-0.354522917250543,71,4,0.619878479831904,7,7,7,city,162,157.5,166.5,18,13,17,17
936,6,72,14,-0.900047812984429,1,56,58,16,22,-1.21318626576836,2,61,1,11,28,-1.08734354463268,3,1,0,3,0.736316828135743,71,4,0.619878479831904,-5,1,1,lake,72,67.5,76.5,8,1,7,7
937,25,261,40,0.652273456507787,46,226,301,35,45,0.208637128507934,75,233,0,28,42,0.14777285495008,68,2,0,2,-0.354522917250543,71,3,-0.560842434133628,-7,-7,7,forest,261,256.5,265.5,29,29,28,28
938,9,135,43,0.831387449141504,57,80,178,55,32,-0.595002181300404,98,110,0,25,48,0.677108454771264,68,1,0,2,-0.354522917250543,71,4,0.619878479831904,-30,-30,30,desert,135,130.5,139.5,15,37,14,14
939,38,360,18,-0.661229156139473,5,338,342,22,42,0.0231819031675482,4,353,0,7,39,-0.116894944960512,11,2,1,1,-1.44536266263683,71,3,-0.560842434133628,-15,7,7,lake,360,355.5,364.5,40,5,39,39
940,9,117,59,1.78666207652133,44,82,58,35,41,-0.038636505279247,24,89,0,28,36,-0.381562744871103,31,1,0,2,-0.354522917250543,71,4,0.619878479831904,-7,7,7,forest,117,112.5,121.5,13,27,12,12
941,26,234,52,1.36872942704266,21,238,182,4,44,0.146818720061139,56,238,1,4,53,1.11822145462225,56,2,0,2,-0.354522917250543,71,5,1.80059939379744,0,0,0,city,234,229.5,238.5,26,14,25,25
942,33,297,4,-1.49709445509682,11,294,301,3,45,0.208637128507934,7,300,1,3,26,-1.26378874457308,1,1,1,1,-1.44536266263683,71,3,-0.560842434133628,0,-6,6,mountain,297,292.5,301.5,33,9,32,32
943,14,126,52,1.36872942704266,52,130,178,4,74,2.00137097346499,48,96,0,30,52,1.02999885465205,82,1,1,2,-0.354522917250543,71,5,1.80059939379744,26,34,34,sea,126,121.5,130.5,14,32,13,13
944,37,324,27,-0.123887178238321,40,331,297,7,32,-0.595002181300404,34,329,1,5,35,-0.469785344841301,32,1,1,3,0.736316828135743,71,3,-0.560842434133628,-2,-2,2,school,324,319.5,328.5,36,25,35,35
945,37,333,36,0.413454799662831,49,332,297,1,29,-0.780457406640789,35,316,1,17,47,0.588885854801066,19,2,1,3,0.736316828135743,71,2,-1.74156334809916,16,-16,16,forest,333,328.5,337.5,37,30,36,36
946,40,9,48,1.1299107701977,13,356,57,13,69,1.69227893123102,61,352,0,17,43,0.235995454920277,65,2,0,2,-0.354522917250543,71,4,0.619878479831904,4,4,4,mountain,9,4.5,13.5,1,10,40,40
947,39,342,44,0.891092113352743,55,348,298,6,31,-0.656820589747199,50,354,0,12,34,-0.558007944811498,56,2,0,2,-0.354522917250543,71,4,0.619878479831904,6,6,6,sea,342,337.5,346.5,38,35,37,37
948,11,108,50,1.24932009862018,33,95,58,13,64,1.38318688899704,37,121,1,13,71,2.7062282540858,63,2,1,2,-0.354522917250543,71,3,-0.560842434133628,0,26,26,school,108,103.5,112.5,12,22,11,11
949,26,225,43,0.831387449141504,9,236,182,11,41,-0.038636505279247,54,228,1,3,46,0.500663254830869,46,1,0,1,-1.44536266263683,71,4,0.619878479831904,-8,-8,8,mountain,225,220.5,229.5,25,8,24,24
950,20,189,7,-1.3179804624631,45,184,182,5,25,-1.02773104042797,2,182,1,7,34,-0.558007944811498,0,2,1,3,0.736316828135743,71,3,-0.560842434133628,2,-2,2,forest,189,184.5,193.5,21,28,20,20
951,6,63,6,-1.37768512667434,56,55,57,8,22,-1.21318626576836,2,46,1,17,37,-0.293340144900906,11,2,1,4,1.82715657352203,71,4,0.619878479831904,9,9,9,desert,63,58.5,67.5,7,36,6,6
952,32,315,17,-0.720933820350712,30,287,298,28,29,-0.780457406640789,11,112,0,157,32,-0.734453144751892,174,2,1,5,2.91799631890831,71,4,0.619878479831904,129,163,163,town,315,310.5,319.5,35,20,34,34
953,20,180,2,-1.6165037835193,35,180,182,0,18,-1.46045989955554,2,171,1,9,30,-0.910898344692287,11,2,1,2,-0.354522917250543,71,3,-0.560842434133628,9,9,9,school,180,175.5,184.5,20,23,19,19
954,33,306,8,-1.25827579825186,24,301,298,5,58,1.01227643831627,3,289,0,17,32,-0.734453144751892,9,1,0,4,1.82715657352203,71,2,-1.74156334809916,12,6,6,city,306,301.5,310.5,34,15,33,33
955,6,81,23,-0.362705835083277,6,58,58,23,31,-0.656820589747199,0,59,0,22,36,-0.381562744871103,1,2,0,3,0.736316828135743,71,1,-2.92228426206469,-1,1,1,mountain,81,76.5,85.5,9,6,8,8
956,14,99,41,0.711978120719026,27,128,58,29,67,1.56864211433743,70,121,1,22,57,1.47111185450304,63,2,0,1,-1.44536266263683,71,3,-0.560842434133628,-7,-7,7,town,99,94.5,103.5,11,17,10,10
957,31,288,10,-1.13886646982939,4,275,298,13,40,-0.100454913726042,23,281,1,7,30,-0.910898344692287,17,2,1,3,0.736316828135743,71,3,-0.560842434133628,-6,-6,6,lake,288,283.5,292.5,32,4,31,31
958,18,171,12,-1.01945714140691,28,166,183,5,38,-0.224091730619633,17,132,0,39,63,2.00044745432422,51,1,1,3,0.736316828135743,71,3,-0.560842434133628,34,34,34,town,171,166.5,175.5,19,18,18,18
959,26,207,25,-0.243296506660799,58,235,182,28,53,0.703184396082295,53,226,1,19,43,0.235995454920277,44,1,0,3,0.736316828135743,71,3,-0.560842434133628,-9,-9,9,desert,207,202.5,211.5,23,38,22,22
960,26,270,27,-0.123887178238321,54,236,297,34,54,0.765002804529091,61,221,0,49,45,0.412440654860672,76,1,0,2,-0.354522917250543,71,3,-0.560842434133628,15,15,15,sea,270,265.5,274.5,30,34,29,29
961,25,99,38,0.446324886665287,27,229,61,130,58,-0.316060976866444,168,229,0,130,69,-0.298319784719181,168,1,0,1,-1.0555973258235,72,4,1.37949702725043,0,0,0,town,99,94.5,103.5,11,17,10,10
962,28,126,51,1.1474999352029,52,250,177,124,34,-0.972811058666848,73,211,0,85,54,-0.649284237329983,34,1,0,5,1.0555973258235,72,2,-0.15327744747227,-39,-39,39,sea,126,121.5,130.5,14,32,13,13
963,13,189,10,-1.06389829480034,45,121,179,68,86,0.450147451900693,58,121,1,68,166,1.971250342164,58,1,0,4,0.527798662911748,72,1,-0.91966468483362,0,0,0,forest,189,184.5,193.5,21,28,20,20
964,2,72,15,-0.794215583824333,1,16,57,56,48,-0.589706844283279,41,356,0,76,27,-1.28102025202943,61,1,0,1,-1.0555973258235,72,1,-0.91966468483362,20,20,20,lake,72,67.5,76.5,8,1,7,7
965,7,54,3,-1.44145409016674,51,66,57,12,39,-0.83598812495843,9,60,1,6,19,-1.46820129342185,3,2,0,6,1.58339598873524,72,5,2.14588426461178,-6,-6,6,sea,54,49.5,58.5,6,31,5,5
966,26,108,49,1.0396268508125,33,236,59,128,50,-0.534977670799912,177,235,0,127,70,-0.274922154545128,176,1,1,1,-1.0555973258235,72,2,-0.15327744747227,-1,-1,1,school,108,103.5,112.5,12,22,11,11
967,12,153,25,-0.254850161872324,8,109,178,44,75,0.149136997742175,69,129,1,24,75,-0.157934003674861,49,2,0,1,-1.0555973258235,72,1,-0.91966468483362,-20,-20,20,mountain,153,148.5,157.5,17,7,16,16
968,20,252,55,1.3632461039837,36,176,307,76,177,2.94032484539389,131,235,1,17,97,0.356813860154315,72,1,1,1,-1.0555973258235,72,3,0.613109789889079,-59,-59,59,school,252,247.5,256.5,28,24,27,27
969,20,180,1,-1.54932717455714,35,180,179,0,32,-1.02754023215021,1,182,1,2,30,-1.21082736150726,3,0,0,3,0,72,3,0.613109789889079,2,2,2,school,180,175.5,184.5,20,23,19,19
970,4,36,43,0.716007597641291,32,32,79,4,30,-1.08226940563358,47,35,1,1,30,-1.21082736150726,44,2,1,4,0.527798662911748,72,5,2.14588426461178,-3,-3,3,school,36,31.5,40.5,4,21,3,3
971,15,297,11,-1.00996175260514,11,131,308,166,64,-0.151873456416343,177,111,0,174,164,1.92445508181589,163,2,0,1,-1.0555973258235,72,1,-0.91966468483362,8,-14,14,mountain,297,292.5,301.5,33,9,32,32
972,13,135,44,0.769944139836492,57,120,179,15,51,-0.507613084058229,59,220,0,85,51,-0.719477127852143,41,2,1,6,1.58339598873524,72,1,-0.91966468483362,70,-18,18,desert,135,130.5,139.5,15,37,14,14
973,40,306,2,-1.49539063236194,24,0,304,54,77,0.203866171225542,56,220,1,86,180,2.29881716460075,84,2,1,4,0.527798662911748,72,1,-0.91966468483362,32,28,28,city,306,301.5,310.5,34,15,33,33
974,14,144,33,0.176642175689283,2,122,177,22,67,-0.0697796961912928,55,121,1,23,106,0.567392531720796,56,1,0,2,-0.527798662911748,72,1,-0.91966468483362,1,1,1,lake,144,139.5,148.5,16,2,15,15
975,14,81,25,-0.254850161872324,6,127,56,46,56,-0.370790150349811,71,347,0,94,76,-0.134536373500807,69,1,0,1,-1.0555973258235,72,1,-0.91966468483362,48,-2,2,mountain,81,76.5,85.5,9,6,8,8
976,11,279,25,-0.254850161872324,59,100,304,179,180,3.02241860561894,156,20,0,101,146,1.50329773868293,76,2,0,1,-1.0555973258235,72,1,-0.91966468483362,-78,-80,80,desert,279,274.5,283.5,31,39,30,30
977,4,27,27,-0.14697707748192201,26,36,54,9,22,-1.30118609956705,18,36,1,9,22,-1.39800840289969,18,2,1,4,0.527798662911748,72,4,1.37949702725043,0,0,0,town,27,22.5,31.5,3,16,2,2
978,1,342,37,0.392388344470086,55,5,305,23,109,1.07953294695941,60,345,0,3,93,0.263223339458101,40,1,1,1,-1.0555973258235,72,2,-0.15327744747227,-20,-20,20,sea,342,337.5,346.5,38,35,37,37
979,14,90,49,1.0396268508125,19,130,41,40,145,2.06465806966002,89,350,0,100,148,1.55009299903104,51,2,0,1,-1.0555973258235,72,1,-0.91966468483362,60,-38,38,city,90,85.5,94.5,10,12,9,9
980,4,9,45,0.823880682031693,13,36,54,27,56,-0.370790150349811,18,116,0,107,77,-0.111138743326754,62,2,1,6,1.58339598873524,72,3,0.613109789889079,80,44,44,mountain,9,4.5,13.5,1,10,40,40
981,14,45,11,-1.00996175260514,41,130,56,85,58,-0.316060976866444,74,130,0,85,118,0.848164093809437,74,1,0,1,-1.0555973258235,72,2,-0.15327744747227,0,0,0,forest,45,40.5,49.5,5,26,4,4
982,25,243,62,1.74080189935011,29,226,305,17,53,-0.452883910574862,79,226,1,17,113,0.73117594293917,79,1,1,3,0,72,3,0.613109789889079,0,0,0,town,243,238.5,247.5,27,19,26,26
983,13,198,21,-0.470596330653128,53,113,177,85,82,0.340689104933959,64,233,1,35,82,0.00584940754351336,56,2,0,1,-1.0555973258235,72,2,-0.15327744747227,-50,-8,8,sea,198,193.5,202.5,22,33,21,21
984,3,63,4,-1.38751754797154,56,31,59,32,8,-1.68429031395062,28,58,1,5,29,-1.23422499168132,1,2,0,6,1.58339598873524,72,4,1.37949702725043,-27,-27,27,desert,63,58.5,67.5,7,36,6,6
985,1,18,37,0.392388344470086,17,5,55,13,66,-0.0971442829329763,50,345,0,33,65,-0.391910305415395,70,1,0,5,1.0555973258235,72,3,0.613109789889079,20,20,20,city,18,13.5,22.5,2,11,1,1
986,25,216,37,0.392388344470086,3,228,179,12,52,-0.480248497316545,49,228,1,12,52,-0.69607949767809,49,1,1,5,1.0555973258235,72,1,-0.91966468483362,0,0,0,lake,216,211.5,220.5,24,3,23,23
987,19,171,7,-1.22570792138594,28,168,178,3,41,-0.781258951475064,10,168,1,3,16,-1.53839418394401,10,2,0,5,1.0555973258235,72,5,2.14588426461178,0,0,0,town,171,166.5,175.5,19,18,18,18
988,13,333,30,0.0148325491036802,49,113,303,140,90,0.559605798867427,170,132,0,159,90,0.193030448935941,171,2,1,4,0.527798662911748,72,1,-0.91966468483362,19,1,1,forest,333,328.5,337.5,37,30,36,36
989,26,234,58,1.5250557305693,21,238,176,4,35,-0.945446471925164,62,18,0,144,64,-0.415307935589448,158,1,1,4,0.527798662911748,72,3,0.613109789889079,140,96,96,city,234,229.5,238.5,26,14,25,25
990,1,351,49,1.0396268508125,60,7,302,16,77,0.203866171225542,65,349,0,2,57,-0.579091346807822,47,1,0,2,-0.527798662911748,72,2,-0.15327744747227,-14,-18,18,desert,351,346.5,355.5,39,40,38,38
991,13,261,48,0.985690308617296,46,121,309,140,40,-0.808623538216747,172,121,0,140,100,0.427006750676475,172,2,1,1,-1.0555973258235,72,1,-0.91966468483362,0,0,0,forest,261,256.5,265.5,29,29,28,28
992,40,360,2,-1.49539063236194,5,359,358,1,83,0.368053691675643,1,78,0,78,63,-0.438705565763502,80,1,1,1,-1.0555973258235,72,1,-0.91966468483362,77,79,79,lake,360,355.5,364.5,40,5,39,39
993,26,225,49,1.0396268508125,9,238,176,13,73,0.0944078242588081,62,237,1,12,94,0.286620969632154,61,2,0,3,0,72,2,-0.15327744747227,-1,-1,1,mountain,225,220.5,229.5,25,8,24,24
994,37,324,26,-0.200913619677123,40,331,298,7,65,-0.12450886967466,33,331,1,7,32,-1.16403210115916,33,1,0,1,-1.0555973258235,72,4,1.37949702725043,0,0,0,school,324,319.5,328.5,36,25,35,35
995,2,288,8,-1.17177137919074,4,15,296,87,85,0.42278286515901,79,235,0,53,100,0.427006750676475,61,2,0,1,-1.0555973258235,72,1,-0.91966468483362,-34,-18,18,lake,288,283.5,292.5,32,4,31,31
996,4,162,24,-0.308786704067525,20,38,186,124,94,0.669064145834161,148,358,0,164,114,0.754573573113223,172,2,0,4,0.527798662911748,72,3,0.613109789889079,40,24,24,city,162,157.5,166.5,18,13,17,17
997,24,207,20,-0.524532872848329,58,215,187,8,117,1.29844964089288,28,215,1,8,134,1.22252617659429,28,2,0,4,0.527798662911748,72,1,-0.91966468483362,0,0,0,desert,207,202.5,211.5,23,38,22,22
998,23,315,11,-1.00996175260514,30,208,304,107,69,-0.0150505227079258,96,8,0,53,109,0.637585422242956,64,1,0,4,0.527798662911748,72,3,0.613109789889079,-54,-32,32,town,315,310.5,319.5,35,20,34,34
999,24,270,34,0.230578717884484,54,215,304,55,58,-0.316060976866444,89,216,0,54,58,-0.555693716633769,88,2,0,6,1.58339598873524,72,2,-0.15327744747227,-1,-1,1,sea,270,265.5,274.5,30,34,29,29
1000,14,117,63,1.79473844154531,44,122,54,5,80,0.285959931450593,68,122,1,5,80,-0.0409458528045935,68,2,1,5,1.0555973258235,72,1,-0.91966468483362,0,0,0,forest,117,112.5,121.5,13,27,12,12
1001,4,117,49,0.995353861988458,44,40,68,77,0,-0.67796507321534,28,202,0,85,21,0.221302806415154,134,1,0,6,0.970346035479833,73,3,-0.411584188716652,8,106,106,forest,117,112.5,121.5,13,27,12,12
1002,9,261,44,0.731683964772972,46,81,305,180,78,3.26839878579933,136,181,0,80,2,-0.823356403991783,124,1,1,2,-1.41819805185514,73,3,-0.411584188716652,-100,-12,12,forest,261,256.5,265.5,29,29,28,28
1003,32,315,13,-0.903069397963038,30,288,302,27,8,-0.273209805624092,14,288,0,27,49,1.76080059017274,14,1,1,3,-0.821062030021397,73,6,1.23475256614996,0,0,0,town,315,310.5,319.5,35,20,34,34
1004,21,45,12,-0.955803377406135,41,189,57,144,0,-0.67796507321534,132,70,0,25,37,1.1010158257052,13,2,1,3,-0.821062030021397,73,1,-1.50914202529439,-119,-119,119,forest,45,40.5,49.5,5,26,4,4
1005,12,81,34,0.204344170342001,6,105,47,24,20,0.33392309576278,58,348,0,93,56,2.14567503611214,59,2,0,3,-0.821062030021397,73,1,-1.50914202529439,69,1,1,mountain,81,76.5,85.5,9,6,8,8
1006,5,54,4,-1.37767521295091,51,44,50,10,0,-0.67796507321534,6,26,0,28,18,0.0563566152982688,24,1,1,6,0.970346035479833,73,6,1.23475256614996,18,18,18,sea,54,49.5,58.5,6,31,5,5
1007,22,207,30,-0.00659174743038714,58,195,177,12,8,-0.273209805624092,18,215,1,8,20,0.166320742709525,38,2,1,3,-0.821062030021397,73,2,-0.960363107005521,-4,20,20,desert,207,202.5,211.5,23,38,22,22
1008,16,72,18,-0.639399500747552,1,142,54,70,71,2.91423792665699,88,133,0,61,24,0.386248997532038,79,2,1,3,-0.821062030021397,73,3,-0.411584188716652,-9,-9,9,lake,72,67.5,76.5,8,1,7,7
1009,21,126,54,1.25902375920394,52,190,180,64,20,0.33392309576278,10,50,0,76,0,-0.93332053140303906,130,2,0,3,-0.821062030021397,73,3,-0.411584188716652,12,120,120,sea,126,121.5,130.5,14,32,13,13
1010,1,351,55,1.31175773864704,60,10,296,19,9,-0.222615397175186,74,329,0,22,4,-0.713392276580526,33,2,1,6,0.970346035479833,73,6,1.23475256614996,3,-41,41,desert,351,346.5,355.5,39,40,38,38
1011,13,162,22,-0.428463582975164,20,118,184,44,0,-0.67796507321534,66,158,0,4,0,-0.93332053140303906,26,1,0,6,0.970346035479833,73,5,0.68597364786108606,-40,-40,40,city,162,157.5,166.5,18,13,17,17
1012,11,270,32,0.0988762114558071,54,96,302,174,18,0.232734278864968,154,111,0,159,2,-0.823356403991783,169,2,1,2,-1.41819805185514,73,3,-0.411584188716652,-15,15,15,sea,270,265.5,274.5,30,34,29,29
1013,11,144,31,0.04614223201271,2,102,175,42,0,-0.67796507321534,73,101,0,43,6,-0.60342814916927,74,1,0,5,0.373210013646089,73,6,1.23475256614996,1,1,1,lake,144,139.5,148.5,16,2,15,15
1014,38,342,40,0.520748047000584,55,345,302,3,6,-0.374398622521904,43,325,0,17,0,-0.93332053140303906,23,2,1,6,0.970346035479833,73,6,1.23475256614996,14,-20,20,sea,342,337.5,346.5,38,35,37,37
1015,19,99,75,2.36643732750898,27,169,24,70,12,-0.0708321718284684,145,129,0,30,0,-0.93332053140303906,105,1,1,2,-1.41819805185514,73,3,-0.411584188716652,-40,-40,40,town,99,94.5,103.5,11,17,10,10
1016,19,153,25,-0.270261644645873,8,168,178,15,13,-0.0202377633795624,10,29,0,124,36,1.04603376199958,149,1,0,6,0.970346035479833,73,4,0.137194729572217,109,139,139,mountain,153,148.5,157.5,17,7,16,16
1017,11,108,51,1.10082182087465,33,95,57,13,34,1.04224481404746,38,95,0,13,0,-0.93332053140303906,38,2,0,6,0.970346035479833,73,2,-0.960363107005521,0,0,0,school,108,103.5,112.5,12,22,11,11
1018,26,252,57,1.41722569753323,36,235,309,17,0,-0.67796507321534,74,315,0,63,38,1.15599788941083,6,1,1,1,-2.01533407368888,73,3,-0.411584188716652,46,-68,68,school,252,247.5,256.5,28,24,27,27
1019,20,180,4,-1.37767521295091,35,177,184,3,0,-0.67796507321534,7,180,1,0,10,-0.383499894346757,4,2,0,6,0.970346035479833,73,3,-0.411584188716652,-3,-3,3,school,180,175.5,184.5,20,23,19,19
1020,20,189,7,-1.21947327462162,45,179,182,10,22,0.435111912660592,3,162,0,27,30,0.716141379765807,20,1,1,4,-0.223926008187654,73,4,0.137194729572217,17,17,17,forest,189,184.5,193.5,21,28,20,20
1021,4,279,29,-0.0593257268734842,59,40,308,121,40,1.3458112647409,92,300,0,21,26,0.496213124943295,8,1,1,3,-0.821062030021397,73,1,-1.50914202529439,-100,-84,84,desert,279,274.5,283.5,31,39,30,30
1022,4,27,26,-0.217527665202775,26,36,53,9,23,0.485706321109498,17,16,0,11,4,-0.713392276580526,37,2,1,6,0.970346035479833,73,6,1.23475256614996,2,20,20,town,27,22.5,31.5,3,16,2,2
1023,40,225,62,1.68089559474872,9,359,163,134,14,0.0303566450693436,164,178,0,47,34,0.93606963458832,15,1,1,3,-0.821062030021397,73,2,-0.960363107005521,-87,-149,149,mountain,225,220.5,229.5,25,8,24,24
1024,25,243,58,1.46995967697633,29,226,301,17,0,-0.67796507321534,75,226,0,17,0,-0.93332053140303906,75,2,1,6,0.970346035479833,73,6,1.23475256614996,0,0,0,town,243,238.5,247.5,27,19,26,26
1025,39,9,46,0.837151923659166,13,355,55,14,0,-0.67796507321534,60,336,0,33,0,-0.93332053140303906,79,2,0,6,0.970346035479833,73,5,0.68597364786108606,19,19,19,mountain,9,4.5,13.5,1,10,40,40
1026,1,18,33,0.151610190898904,17,5,51,13,8,-0.273209805624092,46,345,0,33,0,-0.93332053140303906,66,1,0,6,0.970346035479833,73,6,1.23475256614996,20,20,20,city,18,13.5,22.5,2,11,1,1
1027,14,90,29,-0.0593257268734842,19,130,61,40,0,-0.67796507321534,69,90,1,0,12,-0.2735357669355,29,2,0,6,0.970346035479833,73,3,-0.411584188716652,-40,-40,40,city,90,85.5,94.5,10,12,9,9
1028,40,306,3,-1.43040919239401,24,0,309,54,0,-0.67796507321534,51,188,0,118,17,0.00137455159264063,121,2,0,4,-0.223926008187654,73,4,0.137194729572217,64,70,70,city,306,301.5,310.5,34,15,33,33
1029,15,234,49,0.995353861988458,21,137,185,97,4,-0.475587439419716,48,98,0,136,0,-0.93332053140303906,87,2,0,6,0.970346035479833,73,4,0.137194729572217,39,39,39,city,234,229.5,238.5,26,14,25,25
1030,31,288,24,-0.32299562408897,4,275,312,13,0,-0.67796507321534,37,315,0,27,17,0.00137455159264063,3,2,1,5,0.373210013646089,73,1,-1.50914202529439,14,-34,34,lake,288,283.5,292.5,32,4,31,31
1031,35,333,23,-0.375729603532067,49,314,310,19,13,-0.0202377633795624,4,352,0,19,0,-0.93332053140303906,42,1,0,6,0.970346035479833,73,6,1.23475256614996,0,38,38,forest,333,328.5,337.5,37,30,36,36
1032,25,216,32,0.0988762114558071,3,226,184,10,13,-0.0202377633795624,42,230,0,14,0,-0.93332053140303906,46,1,0,6,0.970346035479833,73,6,1.23475256614996,4,4,4,lake,216,211.5,220.5,24,3,23,23
1033,40,360,7,-1.21947327462162,5,359,353,1,3,-0.526181847868622,6,319,0,41,43,1.43090820793897,34,1,1,3,-0.821062030021397,73,5,0.68597364786108606,40,28,28,lake,360,355.5,364.5,40,5,39,39
1034,32,171,7,-1.21947327462162,28,288,178,117,17,0.182139870416062,110,288,0,117,6,-0.60342814916927,110,0,0,1,-2.01533407368888,73,1,-1.50914202529439,0,0,0,town,171,166.5,175.5,19,18,18,18
1035,6,63,5,-1.32494123350781,56,53,58,10,69,2.81304910975917,5,73,1,10,69,2.86044186428531,15,1,1,3,-0.821062030021397,73,6,1.23475256614996,0,10,10,desert,63,58.5,67.5,7,36,6,6
1036,13,135,49,0.995353861988458,57,120,184,15,13,-0.0202377633795624,64,198,0,63,32,0.826105507177064,14,2,1,3,-0.821062030021397,73,1,-1.50914202529439,48,-50,50,desert,135,130.5,139.5,15,37,14,14
1037,32,297,5,-1.32494123350781,11,291,302,6,0,-0.67796507321534,11,291,0,6,0,-0.93332053140303906,11,2,1,6,0.970346035479833,73,2,-0.960363107005521,0,0,0,mountain,297,292.5,301.5,33,9,32,32
1038,6,324,20,-0.533931541861358,40,51,304,87,0,-0.67796507321534,107,211,0,113,34,0.93606963458832,93,1,0,6,0.970346035479833,73,3,-0.411584188716652,26,-14,14,school,324,319.5,328.5,36,25,35,35
1039,6,36,22,-0.428463582975164,32,52,58,16,0,-0.67796507321534,6,52,0,16,10,-0.383499894346757,6,1,0,4,-0.223926008187654,73,3,-0.411584188716652,0,0,0,school,36,31.5,40.5,4,21,3,3
1040,19,198,19,-0.586665521304455,53,172,179,26,0,-0.67796507321534,7,193,1,5,22,0.276284870120782,14,2,0,4,-0.223926008187654,73,6,1.23475256614996,-21,7,7,sea,198,193.5,202.5,22,33,21,21
1041,37,333,26,-0.130046595131307,49,332,307,1,27,-0.709285088829592,25,331,1,2,17,-1.72795604879621,24,1,1,4,0.938301895852925,75,5,0.730265220873677,1,-1,1,forest,333,328.5,337.5,37,30,36,36
1042,14,153,14,-0.794114314950748,8,129,167,24,43,0.877926298761103,38,129,0,24,29,-0.383679057836436,38,1,0,4,0.938301895852925,75,5,0.730265220873677,0,0,0,mountain,153,148.5,157.5,17,7,16,16
1043,27,234,54,1.41944475111405,21,239,180,5,39,0.48112345186343,59,235,1,1,35,0.288459437643452,55,2,1,4,0.938301895852925,75,5,0.730265220873677,-4,-4,4,city,234,229.5,238.5,26,14,25,25
1044,34,297,11,-0.960131244905608,11,305,308,8,34,-0.0148801067586626,3,281,0,16,31,-0.159632892676473,27,1,1,4,0.938301895852925,75,5,0.730265220873677,8,24,24,mountain,297,292.5,301.5,33,9,32,32
