trial,respColour,colour,err_colour,err_colour_z,cue,respMem_1,sens_Resp,err_1,confMem_1,zconfMem_1,err1_cal,respMem_2,correctMem_2,err_2,confMem_2,zconfMem_2,err2_cal,response_1,correct_1,conf_1,zconf_1,subID,conf,zconf,errDiff,errDiff_cal,errDiff_cal_abs,cue_category,colour_name,lbound,ubound,colour_ans,cueID,colourCal,colourCue
375,26,252,50,1.06723207191487,36,235,302,17,37,-0.641697396840673,67,203,1,49,119,0.403136190851547,99,1,0,3,-1.01350576945205,54,3,-0.722743540079755,32,32,32,school,252,247.5,256.5,28,24,27,27
376,4,36,21,-0.49391446455581,32,32,57,4,23,-1.06797324764824,25,8,0,28,54,-0.879794159471613,49,1,1,3,-1.01350576945205,54,5,0.759807311365896,24,24,24,school,36,31.5,40.5,4,21,3,3
377,13,135,57,1.44406054623538,57,120,192,15,91,1.00250945627422,72,88,1,47,131,0.639984870911207,104,1,1,5,0.641197527612522,54,5,0.759807311365896,32,32,32,desert,135,130.5,139.5,15,37,14,14
378,40,9,48,0.959566793537582,13,356,57,13,57,-0.0327318956870095,61,359,0,10,57,-0.820581989456698,58,2,0,4,-0.186154120919764,54,5,0.759807311365896,-3,-3,3,mountain,9,4.5,13.5,1,10,40,40
379,19,81,24,-0.332416546989878,6,167,57,86,47,-0.337214646263841,110,111,1,30,180,1.60711698115482,54,2,1,3,-1.01350576945205,54,1,-2.20529439152541,-56,-56,56,mountain,81,76.5,85.5,9,6,8,8
380,16,144,28,-0.117085990235301,2,141,172,3,58,-0.00228362062932632,31,155,1,11,166,1.33079352108522,17,2,1,3,-1.01350576945205,54,5,0.759807311365896,8,-14,14,lake,144,139.5,148.5,16,2,15,15
381,11,306,10,-1.0860734956309,24,100,296,154,57,-0.0327318956870095,164,240,1,66,180,1.60711698115482,56,1,0,3,-1.01350576945205,54,2,-1.46401896580258,-88,-108,108,city,306,301.5,310.5,34,15,33,33
382,34,315,12,-0.978408217253607,30,308,303,7,69,0.332647405005189,5,340,0,25,67,-0.623208089406981,37,2,0,1,-2.66820906651662,54,6,1.50108273708872,18,32,32,town,315,310.5,319.5,35,20,34,34
383,25,261,33,0.15207720570792,46,221,294,40,100,1.27654393179337,73,242,1,19,81,-0.346884629337377,52,0,0,3,-1.01350576945205,54,3,-0.722743540079755,-21,-21,21,forest,261,256.5,265.5,29,29,28,28
384,3,54,9,-1.13990613481954,51,26,63,28,63,0.14995775465909,37,31,0,23,82,-0.327147239332406,32,1,1,4,-0.186154120919764,54,6,1.50108273708872,-5,-5,5,sea,54,49.5,58.5,6,31,5,5
385,8,72,12,-0.978408217253607,1,76,60,4,68,0.302199129947505,16,356,0,76,63,-0.702157649426868,64,1,0,3,-1.01350576945205,54,2,-1.46401896580258,72,48,48,lake,72,67.5,76.5,8,1,7,7
386,24,207,34,0.205909844896564,58,215,173,8,54,-0.124076720860059,42,250,1,43,178,1.56764220114488,77,1,0,5,0.641197527612522,54,4,0.0185318856430706,35,35,35,desert,207,202.5,211.5,23,38,22,22
387,35,333,38,0.42124040165114,49,312,295,21,32,-0.793938772129089,17,179,0,154,158,1.17289440104544,116,1,1,5,0.641197527612522,54,2,-1.46401896580258,133,99,99,forest,333,328.5,337.5,37,30,36,36
388,4,360,10,-1.0860734956309,5,38,350,38,44,-0.428559471436891,48,34,0,34,63,-0.702157649426868,44,1,0,6,1.46854917614481,54,4,0.0185318856430706,-4,-4,4,lake,360,355.5,364.5,40,5,39,39
389,14,90,38,0.42124040165114,19,130,52,40,85,0.819819805928119,78,127,1,37,96,-0.0508237792628021,75,1,0,4,-0.186154120919764,54,4,0.0185318856430706,-3,-3,3,city,90,85.5,94.5,10,12,9,9
390,3,18,37,0.367407762462496,17,25,55,7,14,-1.34200772316739,30,313,0,65,159,1.19263179105041,102,2,1,5,0.641197527612522,54,4,0.0185318856430706,58,72,72,city,18,13.5,22.5,2,11,1,1
391,37,288,21,-0.49391446455581,4,335,309,47,180,3.71240593640802,26,301,1,13,87,-0.228460289307547,8,1,1,6,1.46854917614481,54,4,0.0185318856430706,-34,-18,18,lake,288,283.5,292.5,32,4,31,31
392,1,342,23,-0.386249186178522,55,5,319,23,37,-0.641697396840673,46,351,0,9,64,-0.682420259421896,32,2,0,4,-0.186154120919764,54,5,0.759807311365896,-14,-14,14,sea,342,337.5,346.5,38,35,37,37
393,35,324,9,-1.13990613481954,40,311,315,13,51,-0.215421546033109,4,310,1,14,59,-0.781107209446754,5,2,1,4,-0.186154120919764,54,6,1.50108273708872,1,1,1,school,324,319.5,328.5,36,25,35,35
394,4,27,23,-0.386249186178522,26,36,50,9,42,-0.489456021552257,14,37,1,10,64,-0.682420259421896,13,2,0,5,0.641197527612522,54,3,-0.722743540079755,1,-1,1,town,27,22.5,31.5,3,16,2,2
395,38,162,40,0.528905680028429,20,338,202,176,140,2.49447493410069,136,211,1,49,180,1.60711698115482,9,1,1,5,0.641197527612522,54,2,-1.46401896580258,-127,-127,127,city,162,157.5,166.5,18,13,17,17
396,26,225,51,1.12106471110351,9,238,174,13,43,-0.459007746494574,64,240,1,15,89,-0.188985509297604,66,1,0,6,1.46854917614481,54,4,0.0185318856430706,2,2,2,mountain,225,220.5,229.5,25,8,24,24
397,22,189,19,-0.601579742933098,45,199,170,10,23,-1.06797324764824,29,151,1,38,180,1.60711698115482,19,2,0,6,1.46854917614481,54,3,-0.722743540079755,28,-10,10,forest,189,184.5,193.5,21,28,20,20
398,1,351,49,1.01339943272623,60,9,302,18,37,-0.641697396840673,67,351,0,0,52,-0.919268939481556,49,2,1,5,0.641197527612522,54,6,1.50108273708872,-18,-18,18,desert,351,346.5,355.5,39,40,38,38
399,26,234,71,2.1977174948764,21,238,163,4,44,-0.428559471436891,75,233,1,1,41,-1.13638022953624,70,2,1,5,0.641197527612522,54,5,0.759807311365896,-3,-5,5,city,234,229.5,238.5,26,14,25,25
400,3,45,11,-1.03224085644225,41,31,56,14,38,-0.61124912178299,25,34,1,11,40,-1.15611761954122,22,2,1,6,1.46854917614481,54,4,0.0185318856430706,-3,-3,3,forest,45,40.5,49.5,5,26,4,4
401,32,297,15,-0.466742958431061,11,291,312,6,22,0.114196357080775,21,296,1,1,14,-0.567911104999684,16,1,0,5,0.806225774829855,55,6,0.84285759291418,-5,-5,5,mountain,297,292.5,301.5,33,9,32,32
402,21,180,1,-0.784718696534947,35,185,179,5,22,0.114196357080775,6,182,1,2,19,-0.113582220999937,3,1,0,2,-1.20933866224478,55,4,-0.361224682677505,-3,-3,3,school,180,175.5,184.5,20,23,19,19
403,27,261,46,0.237346175941829,46,241,307,20,39,1.50086640734734,66,237,0,24,34,1.24940443099931,70,2,0,4,0.134370962471643,55,6,0.84285759291418,4,4,4,forest,261,256.5,265.5,29,29,28,28
404,14,153,28,-0.171479773048881,8,129,181,24,15,-0.456785428323102,52,108,0,45,27,0.613343993399659,73,2,1,1,-1.88119347460299,55,3,-0.963265820473348,21,21,21,mountain,153,148.5,157.5,17,7,16,16
405,6,63,4,-0.716581038369829,56,53,59,10,14,-0.53835425480937,6,54,0,9,7,-1.20397154259933,5,1,0,1,-1.88119347460299,55,6,0.84285759291418,-1,-1,1,desert,63,58.5,67.5,7,36,6,6
406,26,252,50,0.328196386828654,36,235,302,17,37,1.3377287543748,67,237,0,15,21,0.0681493325999621,65,2,1,3,-0.53748384988657,55,6,0.84285759291418,-2,-2,2,school,252,247.5,256.5,28,24,27,27
407,4,360,14,-0.489455511152767,5,39,346,39,23,0.195765183567044,53,118,0,118,16,-0.386179551399785,132,1,1,3,-0.53748384988657,55,2,-1.56530695826919,79,79,79,lake,360,355.5,364.5,40,5,39,39
408,5,54,3,-0.739293591091535,51,46,57,8,21,0.0326275305945072,11,190,0,136,10,-0.931374212199482,133,1,0,6,1.47808058718807,55,1,-2.16734809606503,128,122,122,sea,54,49.5,58.5,6,31,5,5
409,39,351,46,0.237346175941829,60,350,305,1,18,-0.212078948864298,45,18,0,27,0,-1.84003198019898,73,2,0,5,0.806225774829855,55,6,0.84285759291418,26,28,28,desert,351,346.5,355.5,39,40,38,38
410,26,72,15,-0.466742958431061,1,236,57,164,68,3.86636237544911,179,288,0,144,14,-0.567911104999684,129,2,0,3,-0.53748384988657,55,2,-1.56530695826919,-20,-50,50,lake,72,67.5,76.5,8,1,7,7
411,32,315,15,-0.466742958431061,30,288,300,27,28,0.603609315998385,12,293,0,22,17,-0.295313774599836,7,1,0,5,0.806225774829855,55,5,0.240816455118337,-5,-5,5,town,315,310.5,319.5,35,20,34,34
412,29,225,48,0.282771281385241,9,258,177,33,15,-0.456785428323102,81,0,0,135,10,-0.931374212199482,177,1,1,4,0.134370962471643,55,6,0.84285759291418,102,96,96,mountain,225,220.5,229.5,25,8,24,24
413,31,288,13,-0.512168063874473,4,275,301,13,21,0.0326275305945072,26,306,0,18,10,-0.931374212199482,5,1,1,1,-1.88119347460299,55,5,0.240816455118337,5,-21,21,lake,288,283.5,292.5,32,4,31,31
414,26,45,14,-0.489455511152767,41,230,59,175,18,-0.212078948864298,171,193,0,148,21,0.0681493325999621,134,2,0,2,-1.20933866224478,55,1,-2.16734809606503,-27,-37,37,forest,45,40.5,49.5,5,26,4,4
415,24,207,27,-0.194192325770587,58,214,180,7,0,-1.68031782561713,34,121,0,86,21,0.0681493325999621,59,1,1,6,1.47808058718807,55,6,0.84285759291418,79,25,25,desert,207,202.5,211.5,23,38,22,22
416,13,144,30,-0.126054667605469,2,121,174,23,24,0.277334010053312,53,144,1,0,24,0.340746662999811,30,1,0,5,0.806225774829855,55,6,0.84285759291418,-23,-23,23,lake,144,139.5,148.5,16,2,15,15
417,39,333,34,-0.0352044567186445,49,352,299,19,7,-1.10933604021325,53,326,1,7,23,0.249880886199861,27,2,1,3,-0.53748384988657,55,6,0.84285759291418,-12,-26,26,forest,333,328.5,337.5,37,30,36,36
418,15,126,52,0.373621492272066,52,135,178,9,26,0.440471663025848,43,185,0,59,36,1.4311359845992,7,2,0,4,0.134370962471643,55,3,-0.963265820473348,50,-36,36,sea,126,121.5,130.5,14,32,13,13
419,26,234,55,0.441759150437184,21,238,179,4,25,0.35890283653958,59,251,0,17,7,-1.20397154259933,72,1,1,6,1.47808058718807,55,6,0.84285759291418,13,13,13,city,234,229.5,238.5,26,14,25,25
420,15,171,6,-0.671155932926416,28,136,177,35,23,0.195765183567044,41,178,1,7,18,-0.204447997799886,1,1,1,4,0.134370962471643,55,3,-0.963265820473348,-28,-40,40,town,171,166.5,175.5,19,18,18,18
421,13,135,42,0.146495965055005,57,120,177,15,31,0.84831579545719,57,120,1,15,33,1.15853865419936,57,0,0,3,-0.53748384988657,55,6,0.84285759291418,0,0,0,desert,135,130.5,139.5,15,37,14,14
422,28,216,43,0.169208517776711,3,248,173,32,13,-0.619923081295639,75,129,0,87,37,1.52200176139915,44,1,1,4,0.134370962471643,55,3,-0.963265820473348,55,-31,31,lake,216,211.5,220.5,24,3,23,23
423,37,324,24,-0.262329983935706,40,331,300,7,11,-0.783060734268175,31,328,1,4,28,0.704209770199609,28,1,1,4,0.134370962471643,55,6,0.84285759291418,-3,-3,3,school,324,319.5,328.5,36,25,35,35
424,39,90,31,-0.103342114883763,19,350,59,100,23,0.195765183567044,69,7,0,83,1,-1.74916620339903,52,2,0,5,0.806225774829855,55,3,-0.963265820473348,-17,-17,17,city,90,85.5,94.5,10,12,9,9
425,12,99,41,0.123783412333299,27,109,58,10,29,0.685178142484653,51,120,1,21,43,2.06719642219885,62,1,1,1,-1.88119347460299,55,3,-0.963265820473348,11,11,11,town,99,94.5,103.5,11,17,10,10
426,5,342,287,5.71107138187301,55,47,55,65,9,-0.946198387240712,8,190,0,152,26,0.52247821659971,135,2,0,5,0.806225774829855,55,5,0.240816455118337,87,127,127,sea,342,337.5,346.5,38,35,37,37
427,40,9,49,0.305483834106948,13,356,58,13,16,-0.375216601836834,62,4,0,5,10,-0.931374212199482,54,0,0,2,-1.20933866224478,55,6,0.84285759291418,-8,-8,8,mountain,9,4.5,13.5,1,10,40,40
428,31,27,30,-0.126054667605469,26,276,57,111,16,-0.375216601836834,141,37,0,10,9,-1.02223998899943,20,1,0,6,1.47808058718807,55,4,-0.361224682677505,-101,-121,121,town,27,22.5,31.5,3,16,2,2
429,15,108,49,0.305483834106948,33,132,59,24,30,0.766746968970921,73,140,0,32,39,1.70373331499905,81,2,0,6,1.47808058718807,55,6,0.84285759291418,8,8,8,school,108,103.5,112.5,12,22,11,11
430,14,117,59,0.532609361324009,44,122,58,5,41,1.66400406031987,64,130,1,13,27,0.613343993399659,72,2,0,6,1.47808058718807,55,6,0.84285759291418,8,8,8,forest,117,112.5,121.5,13,27,12,12
431,4,36,23,-0.285042536657412,32,32,59,4,10,-0.864629560754444,27,38,1,2,10,-0.931374212199482,21,2,0,4,0.134370962471643,55,6,0.84285759291418,-2,-6,6,school,36,31.5,40.5,4,21,3,3
432,31,279,25,-0.239617431214,59,280,304,1,6,-1.19090486669952,24,304,0,25,29,0.795075546999558,0,2,0,4,0.134370962471643,55,6,0.84285759291418,24,-24,24,desert,279,274.5,283.5,31,39,30,30
433,14,81,23,-0.285042536657412,6,126,58,45,15,-0.456785428323102,68,118,0,37,23,0.249880886199861,60,1,1,4,0.134370962471643,55,2,-1.56530695826919,-8,-8,8,mountain,81,76.5,85.5,9,6,8,8
434,18,306,7,-0.64844338020471,24,158,299,148,14,-0.53835425480937,141,286,0,20,18,-0.204447997799886,13,1,0,4,0.134370962471643,55,6,0.84285759291418,-128,-128,128,city,306,301.5,310.5,34,15,33,33
435,14,189,11,-0.557593169317886,45,123,178,66,25,0.35890283653958,55,126,0,63,35,1.34027020779925,52,2,0,2,-1.20933866224478,55,3,-0.963265820473348,-3,-3,3,forest,189,184.5,193.5,21,28,20,20
436,1,18,42,0.146495965055005,17,5,60,13,6,-1.19090486669952,55,238,0,140,26,0.52247821659971,178,2,1,3,-0.53748384988657,55,5,0.240816455118337,127,123,123,city,18,13.5,22.5,2,11,1,1
437,13,162,16,-0.444030405709355,20,118,178,44,30,0.766746968970921,60,357,0,165,33,1.15853865419936,179,0,0,4,0.134370962471643,55,4,-0.361224682677505,121,119,119,city,162,157.5,166.5,18,13,17,17
438,13,270,29,-0.148767220327175,54,116,299,154,18,-0.212078948864298,177,118,0,152,3,-1.56743464979913,179,2,1,4,0.134370962471643,55,3,-0.963265820473348,-2,2,2,sea,270,265.5,274.5,30,34,29,29
439,21,198,20,-0.35318019482253,53,193,178,5,2,-1.51718017264459,15,214,0,16,12,-0.749642658599583,36,2,1,4,0.134370962471643,55,6,0.84285759291418,11,21,21,sea,198,193.5,202.5,22,33,21,21
440,27,243,55,0.441759150437184,29,246,298,3,13,-0.619923081295639,52,239,1,4,19,-0.113582220999937,59,2,1,4,0.134370962471643,55,6,0.84285759291418,1,7,7,town,243,238.5,247.5,27,19,26,26
441,9,117,57,0.270525167887635,44,81,60,36,43,0.615736994608464,21,359,0,118,36,-0.257897702784636,61,1,1,3,0.29892884126242,56,4,-0.442761367192556,82,40,40,forest,117,112.5,121.5,13,27,12,12
442,8,90,31,-0.18035011192509,19,72,59,18,44,0.694677634942883,13,23,0,67,32,-0.58026983126543,36,2,1,3,0.29892884126242,56,3,-1.21278113622309,49,23,23,city,90,85.5,94.5,10,12,9,9
443,25,189,11,-0.527177250242571,45,221,178,32,50,1.16832147694939,43,76,0,113,52,1.03159081113854,102,1,1,3,0.29892884126242,56,5,0.327258401837976,81,59,59,forest,189,184.5,193.5,21,28,20,20
444,4,45,12,-0.509835893326697,41,36,57,9,23,-0.963075812079906,21,35,1,10,28,-0.902641959746224,22,1,1,1,-1.29535831213715,56,6,1.09727817086851,1,1,1,forest,45,40.5,49.5,5,26,4,4
445,10,216,38,-0.0589606135139717,3,88,178,128,72,2.9050155643066,90,60,0,156,37,-0.177304670664437,118,2,1,2,-0.498214735437366,56,3,-1.21278113622309,28,28,28,lake,216,211.5,220.5,24,3,23,23
446,24,252,49,0.131794312560643,36,215,301,37,16,-1.51566029442084,86,265,1,13,62,1.83752113234053,36,1,0,3,0.29892884126242,56,5,0.327258401837976,-24,-50,50,school,252,247.5,256.5,28,24,27,27
447,9,135,48,0.114452955644769,57,78,183,57,28,-0.568372610407814,105,100,0,35,42,0.225660489936556,83,1,0,1,-1.29535831213715,56,4,-0.442761367192556,-22,-22,22,desert,135,130.5,139.5,15,37,14,14
448,2,342,45,0.0624288848971466,55,16,297,34,34,-0.0947287684013025,79,15,0,33,31,-0.660862863385628,78,1,0,4,1.09607241796221,56,6,1.09727817086851,-1,-1,1,sea,342,337.5,346.5,38,35,37,37
449,39,9,50,0.149135669476517,13,354,59,15,45,0.773618275277301,65,357,0,12,51,0.950997779018343,62,1,0,1,-1.29535831213715,56,6,1.09727817086851,-3,-3,3,mountain,9,4.5,13.5,1,10,40,40
450,26,234,36,-0.0936433273457198,21,235,198,1,39,0.29997443327079,37,310,0,76,61,1.75692810022033,112,1,1,6,2.69035957136178,56,6,1.09727817086851,75,75,75,city,234,229.5,238.5,26,14,25,25
451,10,153,29,-0.215032825756838,8,89,182,64,43,0.615736994608464,93,83,0,70,49,0.789811714777946,99,2,0,2,-0.498214735437366,56,5,0.327258401837976,6,6,6,mountain,153,148.5,157.5,17,7,16,16
452,6,324,27,-0.249715539588586,40,51,297,87,32,-0.25261004907014,114,227,0,97,56,1.35396293961934,70,1,0,1,-1.29535831213715,56,3,-1.21278113622309,10,-44,44,school,324,319.5,328.5,36,25,35,35
453,33,288,18,-0.405787751831452,4,295,306,7,40,0.378915073605209,11,290,1,2,20,-1.54738621670781,16,0,0,2,-0.498214735437366,56,6,1.09727817086851,-5,5,5,lake,288,283.5,292.5,32,4,31,31
454,8,99,42,0.0104048141495244,27,72,57,27,34,-0.0947287684013025,15,68,0,31,27,-0.983234991866423,11,2,1,2,-0.498214735437366,56,3,-1.21278113622309,4,-4,4,town,99,94.5,103.5,11,17,10,10
455,17,126,54,0.218501097140013,52,150,180,24,29,-0.489431970073395,30,70,0,56,28,-0.902641959746224,110,1,0,3,0.29892884126242,56,4,-0.442761367192556,32,80,80,sea,126,121.5,130.5,14,32,13,13
456,1,351,46,0.0797702418130206,60,9,305,18,25,-0.805194531411069,64,355,0,4,42,0.225660489936556,50,2,0,1,-1.29535831213715,56,6,1.09727817086851,-14,-14,14,desert,351,346.5,355.5,39,40,38,38
457,8,171,12,-0.509835893326697,28,68,183,103,42,0.536796354274046,115,254,0,83,34,-0.419083767025033,71,1,1,2,-0.498214735437366,56,5,0.327258401837976,-20,-44,44,town,171,166.5,175.5,19,18,18,18
458,6,54,6,-0.613884034821941,51,50,60,4,23,-0.963075812079906,10,57,1,3,20,-1.54738621670781,3,1,1,2,-0.498214735437366,56,5,0.327258401837976,-1,-7,7,sea,54,49.5,58.5,6,31,5,5
459,1,18,162,2.09136764405441,17,5,180,13,25,-0.805194531411069,175,345,0,33,49,0.789811714777946,165,2,1,1,-1.29535831213715,56,6,1.09727817086851,20,-10,10,city,18,13.5,22.5,2,11,1,1
460,21,198,18,-0.405787751831452,53,187,180,11,19,-1.27883837341758,7,195,1,3,56,1.35396293961934,15,1,0,2,-0.498214735437366,56,4,-0.442761367192556,-8,8,8,sea,198,193.5,202.5,22,33,21,21
461,40,360,356,5.45559088573397,5,358,4,2,38,0.221033792936372,6,3,0,3,49,0.789811714777946,1,1,1,2,-0.498214735437366,56,6,1.09727817086851,1,-5,5,lake,360,355.5,364.5,40,5,39,39
462,27,261,48,0.114452955644769,46,241,309,20,37,0.142093152601953,68,247,1,14,57,1.43455597173953,62,1,0,2,-0.498214735437366,56,4,-0.442761367192556,-6,-6,6,forest,261,256.5,265.5,29,29,28,28
463,8,81,22,-0.336422324167956,6,70,59,11,16,-1.51566029442084,11,192,0,111,40,0.0644744256961586,133,1,0,2,-0.498214735437366,56,4,-0.442761367192556,100,122,122,mountain,81,76.5,85.5,9,6,8,8
464,1,333,21,-0.35376368108383,49,11,312,38,26,-0.726253891076651,59,359,0,26,35,-0.338490734904834,47,2,0,4,1.09607241796221,56,3,-1.21278113622309,-12,-12,12,forest,333,328.5,337.5,37,30,36,36
465,21,180,0,-0.717932176317185,35,185,180,5,22,-1.04201645241432,5,187,1,7,20,-1.54738621670781,7,1,0,4,1.09607241796221,56,6,1.09727817086851,2,2,2,school,180,175.5,184.5,20,23,19,19
466,26,225,45,0.0624288848971466,9,232,180,7,50,1.16832147694939,52,261,0,36,48,0.709218682657747,81,1,0,3,0.29892884126242,56,2,-1.98280090525362,29,29,29,mountain,225,220.5,229.5,25,8,24,24
467,6,63,4,-0.648566748653689,56,53,59,10,20,-1.19989773308316,6,54,0,9,17,-1.78916531306841,5,2,1,3,0.29892884126242,56,6,1.09727817086851,-1,-1,1,desert,63,58.5,67.5,7,36,6,6
468,3,36,19,-0.388446394915578,32,31,55,5,24,-0.884135171745488,24,13,0,23,48,0.709218682657747,42,1,1,3,0.29892884126242,56,4,-0.442761367192556,18,18,18,school,36,31.5,40.5,4,21,3,3
469,8,144,34,-0.128326041177468,2,70,178,74,27,-0.647313250742232,108,50,0,94,61,1.75692810022033,128,1,1,4,1.09607241796221,56,6,1.09727817086851,20,20,20,lake,144,139.5,148.5,16,2,15,15
470,39,162,16,-0.4404704656632,20,354,178,168,55,1.56302467862149,176,343,0,179,51,0.950997779018343,165,1,1,2,-0.498214735437366,56,4,-0.442761367192556,11,-11,11,city,162,157.5,166.5,18,13,17,17
471,36,315,13,-0.492494536410823,30,325,302,10,41,0.457855713939627,23,315,1,0,41,0.145067457816357,13,1,0,2,-0.498214735437366,56,4,-0.442761367192556,-10,-10,10,town,315,310.5,319.5,35,20,34,34
472,4,27,31,-0.18035011192509,26,33,58,6,28,-0.568372610407814,25,35,1,8,31,-0.660862863385628,23,1,1,3,0.29892884126242,56,5,0.327258401837976,2,-2,2,town,27,22.5,31.5,3,16,2,2
473,22,270,40,-0.0242778996822236,54,197,310,73,21,-1.12095709274874,113,2,0,92,31,-0.660862863385628,52,2,1,4,1.09607241796221,56,2,-1.98280090525362,19,-61,61,sea,270,265.5,274.5,30,34,29,29
474,4,306,5,-0.631225391737815,24,38,311,92,56,1.64196531895591,87,37,0,91,34,-0.419083767025033,86,2,1,1,-1.29535831213715,56,5,0.327258401837976,-1,-1,1,city,306,301.5,310.5,34,15,33,33
475,33,297,14,-0.475153179494949,11,293,311,4,44,0.694677634942883,18,281,1,16,33,-0.499676799145231,30,2,1,4,1.09607241796221,56,6,1.09727817086851,12,12,12,mountain,297,292.5,301.5,33,9,32,32
476,6,72,13,-0.492494536410823,1,54,59,18,30,-0.410491329738977,5,49,0,23,27,-0.983234991866423,10,1,1,3,0.29892884126242,56,3,-1.21278113622309,5,5,5,lake,72,67.5,76.5,8,1,7,7
477,9,108,54,0.218501097140013,33,82,54,26,46,0.85255891561172,28,70,0,38,28,-0.902641959746224,16,1,0,5,1.89321599466199,56,6,1.09727817086851,12,-12,12,school,108,103.5,112.5,12,22,11,11
478,22,207,30,-0.197691468840964,58,195,177,12,28,-0.568372610407814,18,248,0,41,38,-0.0967116385442385,71,1,1,5,1.89321599466199,56,5,0.327258401837976,29,53,53,desert,207,202.5,211.5,23,38,22,22
479,32,279,32,-0.163008755009216,59,288,311,9,38,0.221033792936372,23,290,1,11,30,-0.741455895505827,21,2,0,3,0.29892884126242,56,5,0.327258401837976,2,-2,2,desert,279,274.5,283.5,31,39,30,30
480,25,243,68,0.461280093962249,29,226,311,17,55,1.56302467862149,85,212,0,31,36,-0.257897702784636,99,2,0,1,-1.29535831213715,56,2,-1.98280090525362,14,14,14,town,243,238.5,247.5,27,19,26,26
481,35,324,19,-0.590931136599798,40,311,305,13,43,-0.112802965753491,6,68,0,104,112,1.35253008225344,123,1,0,3,-0.572036736055702,57,2,-2.17240137430734,91,117,117,school,324,319.5,328.5,36,25,35,35
482,11,108,50,1.09356221830537,33,95,58,13,28,-0.579573858526556,37,86,0,22,23,-0.736410088168358,28,1,1,4,0.245158601166729,57,5,0.543100343576836,9,-9,9,school,108,103.5,112.5,12,22,11,11
483,7,54,2,-1.51468555703167,51,66,56,12,28,-0.579573858526556,10,47,1,7,26,-0.665996374558635,9,1,1,5,1.06235393838916,57,4,-0.362066895717891,-5,-1,1,sea,54,49.5,58.5,6,31,5,5
484,16,144,36,0.33282328383207,2,141,180,3,27,-0.61069191804476,39,127,0,17,25,-0.689467612428543,53,2,0,5,1.06235393838916,57,5,0.543100343576836,14,14,14,lake,144,139.5,148.5,16,2,15,15
485,6,63,1,-1.56902405235119,56,54,64,9,17,-0.921872513226804,10,60,1,3,22,-0.759881326038266,4,1,0,3,-0.572036736055702,57,5,0.543100343576836,-6,-6,6,desert,63,58.5,67.5,7,36,6,6
486,15,162,22,-0.427915650641233,20,138,184,24,62,0.478440165092392,46,332,0,170,157,2.40873578639929,148,2,1,4,0.245158601166729,57,4,-0.362066895717891,146,102,102,city,162,157.5,166.5,18,13,17,17
487,34,297,11,-1.02563909915597,11,309,308,12,37,-0.299511322862717,1,284,0,13,25,-0.689467612428543,24,1,1,4,0.245158601166729,57,5,0.543100343576836,1,23,23,mountain,297,292.5,301.5,33,9,32,32
488,6,27,35,0.278484788512548,26,53,62,26,37,-0.299511322862717,9,50,0,23,28,-0.619053898818819,12,1,0,5,1.06235393838916,57,5,0.543100343576836,-3,3,3,town,27,22.5,31.5,3,16,2,2
489,14,153,23,-0.373577155321711,8,126,176,27,33,-0.423983560935534,50,144,1,9,104,1.16476017929418,32,2,1,5,1.06235393838916,57,4,-0.362066895717891,-18,-18,18,mountain,153,148.5,157.5,17,7,16,16
490,39,351,41,0.604515760429678,60,352,310,1,22,-0.766282215635782,42,33,0,42,180,2.94857425740717,83,2,1,4,0.245158601166729,57,6,1.44826758287156,41,41,41,desert,351,346.5,355.5,39,40,38,38
491,24,234,53,1.25657770426394,21,217,181,17,36,-0.330629382380921,36,227,1,7,23,-0.736410088168358,46,1,1,5,1.06235393838916,57,6,1.44826758287156,-10,10,10,city,234,229.5,238.5,26,14,25,25
492,8,45,17,-0.699608127238841,41,70,62,25,53,0.198377629428553,8,12,0,33,59,0.108554475148324,50,1,1,4,0.245158601166729,57,4,-0.362066895717891,8,42,42,forest,45,40.5,49.5,5,26,4,4
493,30,252,59,1.58260867618107,36,272,311,20,39,-0.237275203826308,39,105,0,147,26,-0.665996374558635,154,2,0,3,-0.572036736055702,57,4,-0.362066895717891,127,115,115,school,252,247.5,256.5,28,24,27,27
494,4,36,18,-0.645269631919319,32,38,54,2,12,-1.07746281081783,16,44,1,8,21,-0.783352563908174,10,1,0,4,0.245158601166729,57,6,1.44826758287156,6,-6,6,school,36,31.5,40.5,4,21,3,3
495,14,216,40,0.550177265110156,3,128,176,88,52,0.167259569910348,48,222,1,6,73,0.437151805327033,46,2,1,4,0.245158601166729,57,3,-1.26723413501262,-82,-2,2,lake,216,211.5,220.5,24,3,23,23
496,9,135,45,0.821869741707765,57,79,180,56,22,-0.766282215635782,101,71,0,64,23,-0.736410088168358,109,2,0,6,1.87954927561159,57,5,0.543100343576836,8,8,8,desert,135,130.5,139.5,15,37,14,14
497,40,333,17,-0.699608127238841,49,357,316,24,29,-0.548455799008352,41,13,0,40,59,0.108554475148324,57,2,0,4,0.245158601166729,57,5,0.543100343576836,16,16,16,forest,333,328.5,337.5,37,30,36,36
498,39,9,46,0.876208237027286,13,355,55,14,17,-0.921872513226804,60,2,0,7,19,-0.83029503964799,53,1,1,3,-0.572036736055702,57,6,1.44826758287156,-7,-7,7,mountain,9,4.5,13.5,1,10,40,40
